,index,0,1
300,300,Sozialdemokratische Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN
301,301,Österreichische Volkspartei,ENTGELTE FÜR SONSTIGE LEISTUNGEN
302,302,Die Grünen - Die Grüne Alternative,ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN
303,303,Freiheitliche Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN
304,304,BZÖ-Mag. Ewald Stadler,ENTGELTE FÜR SONSTIGE LEISTUNGEN
305,305,Kommunistische Partei Österreichs,AMTSAUSSTATTUNG
306,306,Unabhängige Bürgerinitiative Rettet Österreich,AMTSAUSSTATTUNG
307,307,Liberales Forum,AKTIVIERUNGSFÄHIGE RECHTE
308,308,Die Christen,INVESTITIONSDARLEHEN VON KREDITINSTITUTEN
309,309,Bürgerforum Österreich Liste Fritz Dinkhauser,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
310,310,Sozialdemokratische Partei Österreichs,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
311,311,Österreichische Volkspartei,"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL"
312,312,Die Grünen - Die Grüne Alternative,DRUCKWERKE
313,313,Freiheitliche Partei Österreichs,DRUCKWERKE KOPIERSERVICE - MDPA
314,314,BZÖ-Mag. Ewald Stadler,SONSTIGE VERBRAUCHSGÜTER
315,315,Kommunistische Partei Österreichs,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
316,316,Unabhängige Bürgerinitiative Rettet Österreich,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
317,317,Liberales Forum,GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG
318,318,Die Christen,GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG
319,319,Bürgerforum Österreich Liste Fritz Dinkhauser,REISEGEBÜHREN
320,320,Sozialdemokratische Partei Österreichs,SONSTIGE NEBENGEBÜHREN
321,321,Österreichische Volkspartei,DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN
322,322,Die Grünen - Die Grüne Alternative,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
323,323,Freiheitliche Partei Österreichs,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
324,324,BZÖ-Mag. Ewald Stadler,FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN)
325,325,Kommunistische Partei Österreichs,STROM
326,326,Unabhängige Bürgerinitiative Rettet Österreich,WASSER
327,327,Liberales Forum,WÄRME
328,328,Die Christen,INSTANDH. VON SONSTIGEN GRUNDSTÜCKSEINRICHTUNGEN
329,329,Bürgerforum Österreich Liste Fritz Dinkhauser,INSTANDH. VON GEBÄUDEN
330,330,Sozialdemokratische Partei Österreichs,INSTANDH. VON GEBÄUDEN GBG
331,331,Österreichische Volkspartei,INSTANDH. VON GEBÄUDEN
332,332,Die Grünen - Die Grüne Alternative,INSTANDH. VON SONSTIGEN ANLAGEN GBG
333,333,Freiheitliche Partei Österreichs,TELEKOMMUNIKATIONSDIENSTE
334,334,BZÖ-Mag. Ewald Stadler,ZINSEN FÜR FINANZSCHULDEN - INLAND
335,335,Kommunistische Partei Österreichs,VERSICHERUNGEN
336,336,Unabhängige Bürgerinitiative Rettet Österreich,MIETZINSE
337,337,Liberales Forum,MIETZINSE LEASINGRATEN
338,338,Die Christen,MIETZINSE KOPIERER
339,339,Bürgerforum Österreich Liste Fritz Dinkhauser,MIETZINSE
340,340,Sozialdemokratische Partei Österreichs,MIETZINSE
341,341,Österreichische Volkspartei,"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG."
342,342,Die Grünen - Die Grüne Alternative,AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN
343,343,Freiheitliche Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN
344,344,BZÖ-Mag. Ewald Stadler,ENTGELTE FÜR SONSTIGE LEISTUNGEN
345,345,Kommunistische Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN ITG
346,346,Unabhängige Bürgerinitiative Rettet Österreich,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-REINIGUNG
347,347,Liberales Forum,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
348,348,Die Christen,ENTGELTE FÜR SONSTIGE LEISTUNGEN
349,349,Bürgerforum Österreich Liste Fritz Dinkhauser,AMTSAUSSTATTUNG
350,350,Sozialdemokratische Partei Österreichs,AKTIVIERUNGSFÄHIGE RECHTE
351,351,Österreichische Volkspartei,INVESTITIONSDARLEHEN VON KREDITINSTITUTEN
352,352,Die Grünen - Die Grüne Alternative,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
353,353,Freiheitliche Partei Österreichs,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
354,354,BZÖ-Mag. Ewald Stadler,HANDELSWAREN
355,355,Kommunistische Partei Österreichs,REINIGUNGSMITTEL GBG
356,356,Unabhängige Bürgerinitiative Rettet Österreich,REINIGUNGSMITTEL
357,357,Liberales Forum,"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL"
358,358,Die Christen,"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL"
359,359,Bürgerforum Österreich Liste Fritz Dinkhauser,DRUCKWERKE
360,360,Sozialdemokratische Partei Österreichs,DRUCKWERKE KOPIERSERVICE - MDPA
361,361,Österreichische Volkspartei,DRUCKWERKE
362,362,Die Grünen - Die Grüne Alternative,MITTEL ZUR ÄRZTL. BETREUUNG UND GESUNDHEITSVORSORG
363,363,Freiheitliche Partei Österreichs,SONSTIGE VERBRAUCHSGÜTER
364,364,BZÖ-Mag. Ewald Stadler,SONSTIGE VERBRAUCHSGÜTER
365,365,Kommunistische Partei Österreichs,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
366,366,Unabhängige Bürgerinitiative Rettet Österreich,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
367,367,Liberales Forum,GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG
368,368,Die Christen,GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG
369,369,Bürgerforum Österreich Liste Fritz Dinkhauser,GELDBEZÜGE DER NICHT GANZJÄHRIG BESCHÄFTIGTEN ANGE
370,370,Sozialdemokratische Partei Österreichs,REISEGEBÜHREN
371,371,Österreichische Volkspartei,MEHRLEISTUNGSVERGÜTUNGEN
372,372,Die Grünen - Die Grüne Alternative,MEHRLEISTUNGSVERGÜTUNGEN
373,373,Freiheitliche Partei Österreichs,SONSTIGE NEBENGEBÜHREN
374,374,BZÖ-Mag. Ewald Stadler,DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN
375,375,Kommunistische Partei Österreichs,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
376,376,Unabhängige Bürgerinitiative Rettet Österreich,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
377,377,Liberales Forum,FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN)
378,378,Die Christen,STROM
379,379,Bürgerforum Österreich Liste Fritz Dinkhauser,WASSER
380,380,Sozialdemokratische Partei Österreichs,WÄRME
381,381,Österreichische Volkspartei,INSTANDH. VON SONSTIGEN GRUNDSTÜCKSEINRICHTUNGEN
382,382,Die Grünen - Die Grüne Alternative,INSTANDH. VON GEBÄUDEN
383,383,Freiheitliche Partei Österreichs,INSTANDH. VON GEBÄUDEN GBG
384,384,BZÖ-Mag. Ewald Stadler,INSTANDH. VON SONSTIGEN ANLAGEN
385,385,Kommunistische Partei Österreichs,INSTANDH. VON SONSTIGEN ANLAGEN GBG
386,386,Unabhängige Bürgerinitiative Rettet Österreich,PERSONEN- UND GÜTERTRANSPORTE
387,387,Liberales Forum,PERSONEN- UND GÜTERTRANSPORTE
388,388,Die Christen,TELEKOMMUNIKATIONSDIENSTE
389,389,Bürgerforum Österreich Liste Fritz Dinkhauser,ZINSEN FÜR FINANZSCHULDEN - INLAND
390,390,Sozialdemokratische Partei Österreichs,MIETZINSE
391,391,Österreichische Volkspartei,MIETZINSE
392,392,Die Grünen - Die Grüne Alternative,MIETZINSE KOPIERER
393,393,Freiheitliche Partei Österreichs,MIETZINSE
394,394,BZÖ-Mag. Ewald Stadler,"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄS FAG."
395,395,Kommunistische Partei Österreichs,AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN
396,396,Unabhängige Bürgerinitiative Rettet Österreich,AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN
397,397,Liberales Forum,ENTGELTE FÜR SONSTIGE LEISTUNGEN
398,398,Die Christen,ENTGELTE FÜR SONSTIGE LEISTUNGEN
399,399,Bürgerforum Österreich Liste Fritz Dinkhauser,ENTGELTE FÜR SONSTIGE LEISTUNGEN ITG
400,400,Sozialdemokratische Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-REINIGUNG
401,401,Österreichische Volkspartei,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
402,402,Die Grünen - Die Grüne Alternative,ENTGELTE FÜR SONSTIGE LEISTUNGEN ITG
403,403,Freiheitliche Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN
404,404,BZÖ-Mag. Ewald Stadler,ENTGELTE FÜR SONSTIGE LEISTUNGEN
405,405,Kommunistische Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN
406,406,Unabhängige Bürgerinitiative Rettet Österreich,LFD. TRANSFERZAHLUNGEN AN DAS AUSLAND
407,407,Liberales Forum,AMTSAUSSTATTUNG
408,408,Die Christen,INVESTITIONSDARLEHEN VON KREDITINSTITUTEN
409,409,Bürgerforum Österreich Liste Fritz Dinkhauser,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
410,410,Sozialdemokratische Partei Österreichs,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS DIENSTKLEIDER
411,411,Österreichische Volkspartei,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
412,412,Die Grünen - Die Grüne Alternative,REINIGUNGSMITTEL
413,413,Freiheitliche Partei Österreichs,"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL"
414,414,BZÖ-Mag. Ewald Stadler,"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL"
415,415,Kommunistische Partei Österreichs,"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL"
416,416,Unabhängige Bürgerinitiative Rettet Österreich,DRUCKWERKE
417,417,Liberales Forum,DRUCKWERKE KOPIERSERVICE - MDPA
418,418,Die Christen,DRUCKWERKE BGM
419,419,Bürgerforum Österreich Liste Fritz Dinkhauser,MITTEL ZUR ÄRZTL. BETREUUNG UND GESUNDHEITSVORSORG
420,420,Sozialdemokratische Partei Österreichs,SONSTIGE VERBRAUCHSGÜTER
421,421,Österreichische Volkspartei,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
422,422,Die Grünen - Die Grüne Alternative,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
423,423,Freiheitliche Partei Österreichs,GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG
424,424,BZÖ-Mag. Ewald Stadler,GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG
425,425,Kommunistische Partei Österreichs,REISEGEBÜHREN
426,426,Unabhängige Bürgerinitiative Rettet Österreich,DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN
427,427,Liberales Forum,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
428,428,Die Christen,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
429,429,Bürgerforum Österreich Liste Fritz Dinkhauser,FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN)
430,430,Sozialdemokratische Partei Österreichs,STROM
431,431,Österreichische Volkspartei,WASSER
432,432,Die Grünen - Die Grüne Alternative,WÄRME
433,433,Freiheitliche Partei Österreichs,INSTANDH. VON GEBÄUDEN
434,434,BZÖ-Mag. Ewald Stadler,INSTANDH. VON GEBÄUDEN
435,435,Kommunistische Partei Österreichs,INSTANDH. VON FAHRZEUGEN
436,436,Unabhängige Bürgerinitiative Rettet Österreich,PERSONEN- UND GÜTERTRANSPORTE
437,437,Liberales Forum,PERSONEN- UND GÜTERTRANSPORTE
438,438,Die Christen,TELEKOMMUNIKATIONSDIENSTE
439,439,Bürgerforum Österreich Liste Fritz Dinkhauser,ZINSEN FÜR FINANZSCHULDEN - INLAND
440,440,Sozialdemokratische Partei Österreichs,VERSICHERUNGEN
441,441,Österreichische Volkspartei,MIETZINSE BGM
442,442,Die Grünen - Die Grüne Alternative,MIETZINSE GBG-MIETEN
443,443,Freiheitliche Partei Österreichs,MIETZINSE KÜNDIGUNGSVERZICHT
444,444,BZÖ-Mag. Ewald Stadler,MIETZINSE INFRANET
445,445,Kommunistische Partei Österreichs,"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG."
446,446,Unabhängige Bürgerinitiative Rettet Österreich,AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN GESUNDHEITSMANAGEMENT
447,447,Liberales Forum,ENTGELTE FÜR SONSTIGE LEISTUNGEN
448,448,Die Christen,ENTGELTE FÜR SONSTIGE LEISTUNGEN
449,449,Bürgerforum Österreich Liste Fritz Dinkhauser,ENTGELTE FÜR SONSTIGE LEISTUNGEN ITG
450,450,Sozialdemokratische Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
451,451,Österreichische Volkspartei,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
452,452,Die Grünen - Die Grüne Alternative,ENTGELTE FÜR SONSTIGE LEISTUNGEN ITG
453,453,Freiheitliche Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN ITG
454,454,BZÖ-Mag. Ewald Stadler,ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN
455,455,Kommunistische Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN BGM
456,456,Unabhängige Bürgerinitiative Rettet Österreich,ENTGELTE FÜR SONSTIGE LEISTUNGEN SICHERHEITSTECHN. BETREUUNG
457,457,Liberales Forum,ENTGELTE FÜR SONSTIGE LEISTUNGEN SOFTWARE WARTUNG
458,458,Die Christen,ENTGELTE FÜR SONSTIGE LEISTUNGEN
459,459,Bürgerforum Österreich Liste Fritz Dinkhauser,GEBÄUDE
460,460,Sozialdemokratische Partei Österreichs,AMTSAUSSTATTUNG
461,461,Österreichische Volkspartei,AKTIVIERUNGSFÄHIGE RECHTE
462,462,Die Grünen - Die Grüne Alternative,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
463,463,Freiheitliche Partei Österreichs,HANDELSWAREN
464,464,BZÖ-Mag. Ewald Stadler,REINIGUNGSMITTEL GBG
465,465,Kommunistische Partei Österreichs,"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL"
466,466,Unabhängige Bürgerinitiative Rettet Österreich,DRUCKWERKE
467,467,Liberales Forum,DRUCKWERKE KOPIERSERVICE - MDPA
468,468,Die Christen,DRUCKWERKE
469,469,Bürgerforum Österreich Liste Fritz Dinkhauser,MITTEL ZUR ÄRZTL. BETREUUNG UND GESUNDHEITSVORSORG
470,470,Sozialdemokratische Partei Österreichs,SONSTIGE VERBRAUCHSGÜTER
471,471,Österreichische Volkspartei,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
472,472,Die Grünen - Die Grüne Alternative,GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG
473,473,Freiheitliche Partei Österreichs,GELDBEZÜGE DER VB. IN HANDWERKLICHER VERWENDUNG
474,474,BZÖ-Mag. Ewald Stadler,GELDBEZÜGE DER VB. IN HANDWERKLICHER VERWENDUNG
475,475,Kommunistische Partei Österreichs,REISEGEBÜHREN
476,476,Unabhängige Bürgerinitiative Rettet Österreich,MEHRLEISTUNGSVERGÜTUNGEN
477,477,Liberales Forum,MEHRLEISTUNGSVERGÜTUNGEN
478,478,Die Christen,SONSTIGE NEBENGEBÜHREN
479,479,Bürgerforum Österreich Liste Fritz Dinkhauser,DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN
480,480,Sozialdemokratische Partei Österreichs,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
481,481,Österreichische Volkspartei,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
482,482,Die Grünen - Die Grüne Alternative,FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN)
483,483,Freiheitliche Partei Österreichs,STROM
484,484,BZÖ-Mag. Ewald Stadler,WASSER
485,485,Kommunistische Partei Österreichs,WÄRME
486,486,Unabhängige Bürgerinitiative Rettet Österreich,INSTANDH. VON GEBÄUDEN
487,487,Liberales Forum,INSTANDH. VON GEBÄUDEN GBG
488,488,Die Christen,INSTANDH. VON GEBÄUDEN
489,489,Bürgerforum Österreich Liste Fritz Dinkhauser,INSTANDH. VON SONSTIGEN ANLAGEN
490,490,Sozialdemokratische Partei Österreichs,INSTANDH. VON SONSTIGEN ANLAGEN GBG
491,491,Österreichische Volkspartei,PERSONEN- UND GÜTERTRANSPORTE
492,492,Die Grünen - Die Grüne Alternative,PERSONEN- UND GÜTERTRANSPORTE GBG
493,493,Freiheitliche Partei Österreichs,POSTDIENSTE
494,494,BZÖ-Mag. Ewald Stadler,TELEKOMMUNIKATIONSDIENSTE
495,495,Kommunistische Partei Österreichs,ZINSEN FÜR FINANZSCHULDEN - INLAND
496,496,Unabhängige Bürgerinitiative Rettet Österreich,GELDVERKEHRSSPESEN
497,497,Liberales Forum,VERSICHERUNGEN
498,498,Die Christen,SCHADENSFÄLLE
499,499,Bürgerforum Österreich Liste Fritz Dinkhauser,MIETZINSE FERIENMESSE
500,500,Sozialdemokratische Partei Österreichs,MIETZINSE LEASINGRATEN
501,501,Österreichische Volkspartei,"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG."
502,502,Die Grünen - Die Grüne Alternative,ENTGELTE FÜR SONSTIGE LEISTUNGEN
503,503,Freiheitliche Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN
504,504,BZÖ-Mag. Ewald Stadler,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
505,505,Kommunistische Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN ITG
506,506,Unabhängige Bürgerinitiative Rettet Österreich,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-REINIGUNG
507,507,Liberales Forum,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
508,508,Die Christen,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
509,509,Bürgerforum Österreich Liste Fritz Dinkhauser,ENTGELTE FÜR SONSTIGE LEISTUNGEN FERIENMESSE
510,510,Sozialdemokratische Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN
511,511,Österreichische Volkspartei,AMTSAUSSTATTUNG
512,512,Die Grünen - Die Grüne Alternative,AMTSAUSSTATTUNG GBG
513,513,Freiheitliche Partei Österreichs,AMTSAUSSTATTUNG
514,514,BZÖ-Mag. Ewald Stadler,AKTIVIERUNGSFÄHIGE RECHTE
515,515,Kommunistische Partei Österreichs,INVESTITIONSDARLEHEN VON KREDITINSTITUTEN
516,516,Unabhängige Bürgerinitiative Rettet Österreich,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
517,517,Liberales Forum,HANDELSWAREN
518,518,Die Christen,REINIGUNGSMITTEL
519,519,Bürgerforum Österreich Liste Fritz Dinkhauser,CHEMISCHE UND SONSTIGE ARTVERWANDTE MITTEL
520,520,Sozialdemokratische Partei Österreichs,"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL"
521,521,Österreichische Volkspartei,"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL"
522,522,Die Grünen - Die Grüne Alternative,DRUCKWERKE
523,523,Freiheitliche Partei Österreichs,DRUCKWERKE KOPIERSERVICE - MDPA
524,524,BZÖ-Mag. Ewald Stadler,MITTEL ZUR ÄRZTL. BETREUUNG UND GESUNDHEITSVORSORG
525,525,Kommunistische Partei Österreichs,SONSTIGE VERBRAUCHSGÜTER
526,526,Unabhängige Bürgerinitiative Rettet Österreich,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
527,527,Liberales Forum,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
528,528,Die Christen,GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG
529,529,Bürgerforum Österreich Liste Fritz Dinkhauser,GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG
530,530,Sozialdemokratische Partei Österreichs,GELDBEZÜGE DER NICHT GANZJÄHRIG BESCHÄFTIGTEN ANGE
531,531,Österreichische Volkspartei,REISEGEBÜHREN
532,532,Die Grünen - Die Grüne Alternative,MEHRLEISTUNGSVERGÜTUNGEN
533,533,Freiheitliche Partei Österreichs,MEHRLEISTUNGSVERGÜTUNGEN
534,534,BZÖ-Mag. Ewald Stadler,BELOHNUNGEN UND GELDAUSHILFEN
535,535,Kommunistische Partei Österreichs,SONSTIGE NEBENGEBÜHREN
536,536,Unabhängige Bürgerinitiative Rettet Österreich,DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN
537,537,Liberales Forum,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
538,538,Die Christen,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
539,539,Bürgerforum Österreich Liste Fritz Dinkhauser,FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN)
540,540,Sozialdemokratische Partei Österreichs,STROM
541,541,Österreichische Volkspartei,WASSER
542,542,Die Grünen - Die Grüne Alternative,WÄRME
543,543,Freiheitliche Partei Österreichs,INSTANDH. VON SONSTIGEN GRUNDSTÜCKSEINRICHTUNGEN
544,544,BZÖ-Mag. Ewald Stadler,INSTANDH. VON GEBÄUDEN
545,545,Kommunistische Partei Österreichs,INSTANDH. VON GEBÄUDEN GBG
546,546,Unabhängige Bürgerinitiative Rettet Österreich,INSTANDH. VON GEBÄUDEN
547,547,Liberales Forum,PERSONEN- UND GÜTERTRANSPORTE
548,548,Die Christen,POSTDIENSTE
549,549,Bürgerforum Österreich Liste Fritz Dinkhauser,TELEKOMMUNIKATIONSDIENSTE
550,550,Sozialdemokratische Partei Österreichs,RECHTSKOSTEN
551,551,Österreichische Volkspartei,ZINSEN FÜR FINANZSCHULDEN - INLAND
552,552,Die Grünen - Die Grüne Alternative,VERSICHERUNGEN
553,553,Freiheitliche Partei Österreichs,SCHADENSFÄLLE
554,554,BZÖ-Mag. Ewald Stadler,MIETZINSE
555,555,Kommunistische Partei Österreichs,MIETZINSE LEASINGRATEN
556,556,Unabhängige Bürgerinitiative Rettet Österreich,MIETZINSE GBG-MIETEN
557,557,Liberales Forum,MIETZINSE
558,558,Die Christen,"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG."
559,559,Bürgerforum Österreich Liste Fritz Dinkhauser,AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN
560,560,Sozialdemokratische Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN
561,561,Österreichische Volkspartei,ENTGELTE FÜR SONSTIGE LEISTUNGEN
562,562,Die Grünen - Die Grüne Alternative,ENTGELTE FÜR SONSTIGE LEISTUNGEN ITG
563,563,Freiheitliche Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-REINIGUNG
564,564,BZÖ-Mag. Ewald Stadler,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
565,565,Kommunistische Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
566,566,Unabhängige Bürgerinitiative Rettet Österreich,ENTGELTE FÜR SONSTIGE LEISTUNGEN
567,567,Liberales Forum,ENTGELTE FÜR SONSTIGE LEISTUNGEN ITG
568,568,Die Christen,ENTGELTE FÜR SONSTIGE LEISTUNGEN EINSCHALTUNGEN
569,569,Bürgerforum Österreich Liste Fritz Dinkhauser,ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN
570,570,Sozialdemokratische Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN
571,571,Österreichische Volkspartei,ENTGELTE FÜR SONSTIGE LEISTUNGEN ÄRZTEHONORARE
572,572,Die Grünen - Die Grüne Alternative,ENTGELTE FÜR SONSTIGE LEISTUNGEN ÄRZTEHONORARE
573,573,Freiheitliche Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN FREIE DIENSTVERTRÄGE
574,574,BZÖ-Mag. Ewald Stadler,ENTGELTE FÜR SONSTIGE LEISTUNGEN
575,575,Kommunistische Partei Österreichs,SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE
576,576,Unabhängige Bürgerinitiative Rettet Österreich,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
577,577,Liberales Forum,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
578,578,Die Christen,GELDBEZÜGE DER BEAMTEN IN HANDWERKLICHER VERWENDUN
579,579,Bürgerforum Österreich Liste Fritz Dinkhauser,GELDBEZÜGE DER BEAMTEN IN HANDWERKLICHER VERWENDUN
580,580,Sozialdemokratische Partei Österreichs,DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN
581,581,Österreichische Volkspartei,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
582,582,Die Grünen - Die Grüne Alternative,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
583,583,Freiheitliche Partei Österreichs,ZUWENDUNGEN AUS ANLASS VON DIENSTJUBILÄEN
584,584,BZÖ-Mag. Ewald Stadler,ZUWENDUNGEN AUS ANLASS VON DIENSTJUBILÄEN ABFERTIGUNGEN
585,585,Kommunistische Partei Österreichs,ZUWENDUNGEN AUS ANLASS VON DIENSTJUBILÄEN TREUEENTSCHÄDIGUNGEN
586,586,Unabhängige Bürgerinitiative Rettet Österreich,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
587,587,Liberales Forum,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
588,588,Die Christen,GELDBEZÜGE DER BEAMTEN IN HANDWERKLICHER VERWENDUN
589,589,Bürgerforum Österreich Liste Fritz Dinkhauser,GELDBEZÜGE DER BEAMTEN IN HANDWERKLICHER VERWENDUN
590,590,Sozialdemokratische Partei Österreichs,GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG
591,591,Österreichische Volkspartei,GELDBEZÜGE DER VB. IN HANDWERKLICHER VERWENDUNG
592,592,Die Grünen - Die Grüne Alternative,GELDBEZÜGE DER VB. IN HANDWERKLICHER VERWENDUNG
593,593,Freiheitliche Partei Österreichs,REISEGEBÜHREN
594,594,BZÖ-Mag. Ewald Stadler,SONSTIGE AUFWANDSENTSCHÄDIGUNGEN
595,595,Kommunistische Partei Österreichs,MEHRLEISTUNGSVERGÜTUNGEN
596,596,Unabhängige Bürgerinitiative Rettet Österreich,MEHRLEISTUNGSVERGÜTUNGEN
597,597,Liberales Forum,SONSTIGE NEBENGEBÜHREN
598,598,Die Christen,DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN
